action	lane	given	key	start_line	old_status	new_status	how	reasons	sentence	row_note
SAME-GRADE+UNION2	ct-bilateral-cell,ct-bilateral-mf	LINE:1556,LINE:1556	ca8edac58ba3	1556	partial	partial	match 1.03>0.33; starts-at-line		It is finitely generated, so $L=\EL_3(S)$ has property~\textup{(T)}~\cite[Theorem~1.1]{EJZ}.	rows/ct-bilateral-cell.tsv: ct-bilateral-cell: tex 1556-1557, "It is finitely generated, so L=EL_3(S) has property (T)": S finitely generated (closed); (T) of the embedded copy via the repository's Ershov--Jaikin-Zapirain theorem (ct-bilateral-mf's transport), used in the closed bilateralThreeCellSt
SAME-GRADE	ct-bilateral-cell	LINE:1557	9a398d134788	1557	partial	partial	match 1.20>0.35		Embed it in $\GL_3(R_X)$ by adjoining identity on $1-p$.	rows/ct-bilateral-cell.tsv: ct-bilateral-cell: tex 1557-1558, "Embed it in GL_3(R_X) by adjoining identity on 1-p": g -> diag(1-p) + g, injective, image the root subgroup over S. LANDED 41d8c3b03; pending root wiring. [census merge 4c3d9dd02]
SAME-GRADE	ct-bilateral-cell	LINE:1560	732be542bd63	1560	partial	partial	only-candidate		Let $r$ cycle the three negative levels $-1\mapsto-2\mapsto-3\mapsto-1$:	rows/ct-bilateral-cell.tsv: ct-bilateral-cell: tex 1560-1564, "Let r cycle the three negative levels -1 -> -2 -> -3 -> -1: r = ..., W = diag(u,u,u) diag(1,1,r)": r, its inverse cycle, the unit, and the diagonal unit W. LANDED 5d90422ea; pending root wiring. [census merge 4c3d9dd02]
SAME-GRADE	ct-bilateral-cell	LINE:1566	f60fa6d3b787	1566	partial	partial	match 1.20>0.36		The correction $r$ acts outside $P$ and centralizes $L$.	rows/ct-bilateral-cell.tsv: ct-bilateral-cell: tex 1566, "The correction r acts outside P and centralizes L": r a = a = a r on the corner pRp, so W acts on corner roots by u. LANDED 5d90422ea; pending root wiring. [census merge 4c3d9dd02]
SAME-GRADE	ct-bilateral-cell	LINE:1566	4a343ef108b1	1566	partial	partial	match 1.20>0.42		Thus $W$ conjugates $L$ into $L$, sending a root coefficient $a\in S$ to $uau^{-1}=sat$.	rows/ct-bilateral-cell.tsv: ct-bilateral-cell: tex 1566-1568, "Thus W conjugates L into L, sending a root coefficient a in S to uau^-1=sat". LANDED 5d90422ea/41d8c3b03; pending root wiring. [census merge 4c3d9dd02]
SAME-GRADE	ct-bilateral-cell	LINE:1568	0fa967251251	1568	partial	partial	match 1.20>0.33		On its third coordinate $W$ fixes the negative levels $-1$ and $-2$ individually.	rows/ct-bilateral-cell.tsv: ct-bilateral-cell: tex 1568-1569, "On its third coordinate W fixes the negative levels -1 and -2 individually", in the form used: (ur) f_{-1,-2} = f_{-1,-2} (ur). LANDED 5d90422ea; pending root wiring. [census merge 4c3d9dd02]
SAME-GRADE	ct-bilateral-cell	LINE:1572	4a0223a24da4	1569	partial	partial	only-candidate		Put	rows/ct-bilateral-cell.tsv: ct-bilateral-cell: tex 1571-1575, "Put c=e13(f_{-1,-2}), l=e21(p), y=e32(f_{-1,0}), z=1+E33 f_{-1,-2}, B=<L,W,c,y>". LANDED 5d90422ea; pending root wiring, re-grade to definition after wiring. [census merge 4c3d9dd02]
SAME-GRADE	ct-bilateral-cell	LINE:1577	4f649a2dcbfa	1577	partial	partial	only-candidate		Then $c\in C_B(L)$ and	rows/ct-bilateral-cell.tsv: ct-bilateral-cell: tex 1577-1582, "Then c in C_B(L) and WcW^-1=e13(f_{0,-2}), delta=[WcW^-1,l]=e23(-f_{0,-2}), [y,delta]=z^-1", with Mathlib's commutator g h g^-1 h^-1 (every printed sign holds). LANDED 5d90422ea; pending root wiring. [census merge 4c3d9dd02]
SAME-GRADE	ct-bilateral-cell	LINE:1583	15fba9954989	1583	partial	partial	match 1.20>0.53		It commutes with $L$, since both its supports lie outside $P$; with $W$, since its two levels are fixed; and with $c,y$, by the matrix-unit products.	rows/ct-bilateral-cell.tsv: ct-bilateral-cell: tex 1583-1585, "It commutes with L, since both its supports lie outside P; with W, since its two levels are fixed; and with c,y, by the matrix-unit products". LANDED 5d90422ea; pending root wiring. [census merge 4c3d9dd02]
SAME-GRADE+UNION2	ct-bilateral-cell,ct-bilateral-mf	LINE:1589,LINE:1589	10fe7a237145	1589	partial	partial	match 1.20>0.20; match 1.20>0.21		The identities	rows/ct-bilateral-cell.tsv: ct-bilateral-cell: tex 1589-1594, "The identities [z,e31(f_{-2,0})]=e31(f_{-1,0}), [e23(f_{0,-1}),e31(f_{-1,0})]=e21(d) then kill the defect root": both identities closed (closed endpoint printedBilateralThreeCellIdentities); the kill is ct-bilateral-mf's root_killed_of_f
SAME-GRADE	ct-bilateral-mf	LINE:1583	cd7908a482b5	1583	partial	partial	match 1.20>0.43		Hence $z\in\mathfrak D_B(L)$.	rows/ct-bilateral-mf.tsv: ct-bilateral-mf: tex 1583, "Hence z in D_B(L)." proved inside killed_of_finite_central_defect from [y,[WcW^-1,l]] = z^-1 (printedDefect_generator_mem); the relations are the open piece BilateralThreeCellStatement. LANDED dfc4d5221 [census merge 4c3d9dd02]
SAME-GRADE+UNION2	ct-bilateral-mf,ms-inverses-4	LINE:1583,e94a87793eb1	e94a87793eb1	1585	partial	partial	match 1.00>0.73; key		So $\langle z\rangle$ is a nontrivial finite central subgroup of $B$, of order $\operatorname{char}(k)$.	rows/ct-bilateral-mf.tsv: ct-bilateral-mf: tex 1583-1587, "It commutes with L ... So <z> is a nontrivial finite central subgroup of B, of order char(k)." central and finite in B; nontriviality and the order char(k) are not needed by the kill and not carried; relations from the open cell piece. LANDE
SAME-GRADE	ct-bilateral-mf	LINE:1587	3550126258fb	1587	partial	partial	match 1.20>0.50		Theorem~\ref{thm:compression-criterion} kills $z$ under every MF homomorphism from $B$, hence from $\GL_3(R_X)$.	rows/ct-bilateral-mf.tsv: ct-bilateral-mf: tex 1587-1588, "Theorem thm:compression-criterion kills z under every MF homomorphism from B, hence from GL_3(R_X)." via manuscriptOneSidedCompressionCriterion inside the countable B; over the open cell piece. LANDED dfc4d5221 [census merge 4c3d9dd02]
SAME-GRADE	ct-bilateral-mf	LINE:1541	1baaaaa0fb29	1543	formalized	formalized	statement-env		For every finite field $k$ and $n\ge3$, the group $\GL_n(R_X)$ is MF if and only if it is LEF, if and only if $R_X$ is directly finite.	rows/ct-bilateral-mf.tsv: ct-bilateral-mf: tex 1541-1602, prop:bilateral-three as printed, over the single named Prop DynamicRankBudget.CoreModelsLEFStatement (R_Y LEF, lem:chain-core-models); cell, countability, defect span closed; DF => LEF and nonzero defect proved over it (clopenCrossedProductDi
SAME-GRADE	ct-bilateral-mf	LINE:1541	69ef136d809a	1545	formalized	formalized	statement-env		Every homomorphism from $\GL_n(R_X)$ to an MF group kills $\EL_n(R_X,I)$.	rows/ct-bilateral-mf.tsv: ct-bilateral-mf: tex 1541-1602, prop:bilateral-three as printed, over the single named Prop DynamicRankBudget.CoreModelsLEFStatement (R_Y LEF, lem:chain-core-models); cell, countability, defect span closed; DF => LEF and nonzero defect proved over it (clopenCrossedProductDi
SAME-GRADE+UNION2	ct-bilateral-mf,ms-core-4	LINE:1594,7f55f9a11e5a	7f55f9a11e5a	1594	formalized	formalized	match 1.20>1.00; key		Normal root commutators and root addition kill all roots in the ideal generated by $d$.	rows/ct-bilateral-mf.tsv: ct-bilateral-mf: tex 1594-1596, "Normal root commutators and root addition kill all roots in the ideal generated by d. Extending by identity gives the same conclusion in rank n>=3." closed, over the preceding kill as an ordinary hypothesis. LANDED 816a6b699 [census override
SAME-GRADE	ct-bilateral-mf	LINE:1598	0f83142a750a	1598	formalized	formalized	match 1.20>0.57		The defects generate $I$ by Lemma~\ref{lem:transient-matrices}, proving the last assertion.	rows/ct-bilateral-mf.tsv: [census override SUPERSEDE: this lane's rows at LINE:1598 are replaced by GroupApproximation.ChainCore.ChainCoreClosures.printedBilateralThree_closed GroupApproximation.ChainCore.ChainCoreSweep.printedBilateralThreeRootAddition_closed GroupApproximation.ChainCore.ChainCoreS
SAME-GRADE+UNION2	ct-bilateral-mf,ms-core-4	LINE:1599,2016c672dd6a	2016c672dd6a	1599	formalized	formalized	match 1.20>0.33; key		If $R_X$ is not directly finite, some defect is nonzero, so $\GL_n(R_X)$ is not MF\@.	rows/ct-bilateral-mf.tsv: [census override SUPERSEDE: this lane's rows at LINE:1599 are replaced by GroupApproximation.ChainCore.ChainCoreClosures.printedBilateralThree_closed GroupApproximation.ChainCore.ChainCoreSweep.printedBilateralThreeRootAddition_closed GroupApproximation.ChainCore.ChainCoreS
SAME-GRADE	ct-bilateral-mf	LINE:1600	d812630a48ab	1600	formalized	formalized	match 1.20>0.57		Otherwise Theorem~\ref{thm:core-ring-reflection} makes $R_X$, and hence its general linear groups, LEF.	rows/ct-bilateral-mf.tsv: [census override SUPERSEDE: this lane's rows at LINE:1600 are replaced by GroupApproximation.ChainCore.ChainCoreClosures.printedBilateralThree_closed GroupApproximation.ChainCore.ChainCoreSweep.printedBilateralThreeRootAddition_closed GroupApproximation.ChainCore.ChainCoreS
SAME-GRADE+UNION2	ct-bilateral-mf,ct-rank-budget	LINE:1760,LINE:1760	01623e90c350	1760	formalized	formalized	only-candidate		For other finite fields, if $R_X$ is not directly finite then neither is $P_C$: otherwise Theorem~\ref{thm:core-ring-reflection} would make $P_C$ stably finite,	rows/ct-bilateral-mf.tsv: ct-bilateral-mf: tex 1760-1766, rank-budget transfer piece over CoreModelsLEFStatement alone. LANDED 511dec7d2 Regraded formalized by ct-rank-budget on the lead's order (09-13): R_Y LEF is closed (GroupApproximation.ChainCore.coreModelsLEFStatement, ms-core-2 b7e521e57); cl
SAME-GRADE+UNION2	ct-bilateral-mf,ct-return-tower	LINE:1732,LINE:1732	60708f733247	1732	partial	partial	match 1.20>0.33; match 1.20>0.28		Thus $R_X$ is a unital corner of $M_{2r-1}(P_C)$, via $x\mapsto(b_i x a_j)_{ij}$.	rows/ct-bilateral-mf.tsv: ct-bilateral-mf: tex 1732-1733, "Thus R_X is a unital corner of M_{2r-1}(P_C), via x -> (b_i x a_j)_{ij}": the injective non-unital map into M_{2r-1}(A) transported along an identification theta : A = P_C; the identification P_C = LC(C,k) x_{S_C} Z is ReturnRingCrossedProdu
SAME-GRADE+UNION2	ct-bilateral-mf,ct-return-tower	LINE:1739,LINE:1739	9e22ceae062f	1739	partial	partial	match 1.20>0.43; match 1.20>0.42		Unitization embeds $\GL_{nr}(P_C)$ into $\GL_n(R_X)$.	rows/ct-bilateral-mf.tsv: ct-bilateral-mf: tex 1739, "Unitization embeds GL_{nr}(P_C) into GL_n(R_X)." GL_{n r}(A) -> GL_n(R) and GL_r(A) -> R^x (n = 1) injective, over the identification theta. LANDED 552e18164 | rows/ct-return-tower.tsv: "Unitization embeds GL_{nr}(P_C) into GL_n(R_X)": g ↦ (1 - Φ
SAME-GRADE+UNION2	ct-bilateral-mf,ct-return-tower	LINE:1740,LINE:1740	f1769ba5e51c	1740	partial	partial	match 1.20>0.45		For $n\ge2$, block elementary flattening puts the image of $\EL_{nr}(P_C)$ inside $\EL_n(R_X)$.	rows/ct-bilateral-mf.tsv: ct-bilateral-mf: tex 1740-1741, "For n>=2, block elementary flattening puts the image of EL_{nr}(P_C) inside EL_n(R_X)." injective EL_{n r}(A) -> EL_n(R), over the identification theta. LANDED 552e18164 | rows/ct-return-tower.tsv: "For n ≥ 2, block elementary flattening put
REPLACE+UNION3	ct-bilateral-mf,ms-inverses-3,ms-units	LINE:1476,f0c16e5c8519,f0c16e5c8519	f0c16e5c8519	1476	partial	formalized	only-candidate; key		The ideal $I$ is locally matricial and is generated by the indicators $1_{P\setminus T(P)}$ of the defects in Lemma~\ref{lem:chain-core-models}.	rows/ct-bilateral-mf.tsv: ct-bilateral-mf: tex 1476-1478 over F_2, "The ideal I ... is generated by the indicators 1_{P-T(P)} of the defects": closed CoreMFRadicalGLKill.CoreTransientIdealLeDefectIdealStatement (I <= <defects>) from ms-core-4 defectIdeal_eq_transientIdeal_chainRecurrentSet; #audit_c
SAME-GRADE	ct-involution	a3bd73fe42e9	a3bd73fe42e9	1660	definition	definition	key		Write $K_n(I)$ for the general linear restriction kernel, also when $n=1$, and use the same notation for corner ideals with their own identity.	rows/ct-involution.tsv: ct-involution: tex 1660-1661, K_n(I) is the kernel of coreRestrictMatrixUnits T k n (definitionally ChainCore.DynamicRankBudget.glCoreKernel; n = 1 is unitCoreKernel there); corner ideals use the same notation. LANDED 8b453b096, wire-queued. [census merge 4c3d9dd02]
SAME-GRADE	ct-involution	9eb0c9e85459	9eb0c9e85459	1664	definition	definition	key		Let $C$ be a full clopen section with bounded positive return times, put $p_C=1_C$ and $J=p_CIp_C$.	rows/ct-involution.tsv: ct-involution: tex 1664, full clopen section with bounded positive return times spelled IsClopen C, every orbit meets C, and every point of C returns within H positive steps; p_C = coeff (charFn C) and J = p_C I p_C as p_C a p_C with a in coreTransientIdeal. LANDED 8b453b096.
SAME-GRADE	ct-involution	d04eb3acd5c8	d04eb3acd5c8	1665	formalized	formalized	key		Over any finite field, for every finite $F\subset I$ there is $w\in R_X^\times$ with $w-1\in I$, $w^2=1$, and $wFw^{-1}\subset J$.	rows/ct-involution.tsv: ct-involution: lem:involution-localization finite-field clause as printed, closed endpoint with #audit_closed_axioms, along the printed proof. LANDED 0011a8b3a, wire-queued. [census merge 4c3d9dd02]
SAME-GRADE	ct-involution	b13eccd8f0ec	b13eccd8f0ec	1667	formalized	formalized	key		Over $\F_2$, every finite subset of $K_n(I)$ is simultaneously conjugate into the unitized $K_n(J)$ by $wI_n$; for $n\ge2$ this involution lies in $\EL_n(R_X)$.	rows/ct-involution.tsv: ct-involution: tex 1667-1669, the F2 clause as printed (InvolutionLocalizationMatrixClause), carried by the closed endpoint printedInvolutionLocalization_closed (#audit_closed_axioms, LANDED 49663bacb, wire-queued) along the printed proof: involutionLocalizationMatrixClause_o
SAME-GRADE	ct-involution	c869a1161522	c869a1161522	1673	formalized	formalized	key		Let $K\subset X\setminus Y$ contain the sources and ranges of a finite partial-shift description of $F$, and cover $K$ by $m$ wandering clopen sets.	rows/ct-involution.tsv: ct-involution: tex 1673-1674, a clopen K off Y containing the coefficient supports and their translates (1_K x = x = x 1_K for x in F), covered by m wandering clopen sets from the defect cover. LANDED 8b453b096, 0011a8b3a. [census merge 4c3d9dd02]
SAME-GRADE	ct-involution	7bfb9f44e634	7bfb9f44e634	1675	formalized	formalized	key		Each orbit meets $K$ at most $m$ times.	rows/ct-involution.tsv: ct-involution: tex 1674, an orbit meets K at at most m times, counted at the level of times. LANDED bc6aa7b90. [census merge 4c3d9dd02]
SAME-GRADE	ct-involution	a434801aeca5	a434801aeca5	1676	formalized	formalized	key		If $H$ bounds the return gaps, add arrows from every point of $K$ to its first $2m$ strictly future returns to $C$.	rows/ct-involution.tsv: ct-involution: tex 1675-1676, a uniform return bound gives at least r returns to C at times in [1, rH]; r = 2m gives the first 2m returns. LANDED 8b453b096, bc6aa7b90. [census merge 4c3d9dd02]
SAME-GRADE	ct-involution	ad9e7459d990	ad9e7459d990	1677	formalized	formalized	key		Their displacements are bounded by $2mH$ and have finitely many clopen domains.	rows/ct-involution.tsv: ct-involution: tex 1677-1678, displacements 0 < h <= 2mH (IsPlacement.bounds) on clopen domains A j h (IsPlacement.isClopen), finitely many. LANDED bc6aa7b90. [census merge 4c3d9dd02]
SAME-GRADE	ct-involution	07ab0fbe6cfc	07ab0fbe6cfc	1678	partial	partial	key		Apply the finite matrix-block construction of Lemma~\ref{lem:transient-matrices}, refining also by $K$ and $C$.	rows/ct-involution.tsv: ct-involution: tex 1678-1680, the printed proof refines the matrix-block construction of lem:transient-matrices by K and C; Lean uses the piecewise placement over the wandering cover instead (construction-order note in ReturnPlacement). Different route. LANDED bc6aa7b90. [cen
SAME-GRADE	ct-involution	3468c60b2946	3468c60b2946	1681	partial	partial	key		Each generated class contains an original point and its $2m$ distinct return points.	rows/ct-involution.tsv: ct-involution: tex 1681-1682, the 2m distinct return times of each point are card_returns_ge; generated classes are not formed on this route (see 07ab0fbe6cfc). LANDED bc6aa7b90. [census merge 4c3d9dd02]
SAME-GRADE	ct-involution	05241abb9a90	05241abb9a90	1682	formalized	formalized	key		At least $m$ of the latter lie in $C\setminus K$, enough to match every original coordinate to a fresh section coordinate.	rows/ct-involution.tsv: ct-involution: tex 1682-1683, at most m returns lie in K and at most m - 1 in fresh coordinates already used, so every original coordinate receives a fresh coordinate in C minus K. LANDED bc6aa7b90. [census merge 4c3d9dd02]
SAME-GRADE	ct-involution	4e4b1729199c	4e4b1729199c	1684	formalized	formalized	key		Swap the matched pairs and fix the other coordinates.	rows/ct-involution.tsv: ct-involution: tex 1684, the unitized swap moves each matched original cell onto its fresh cell and fixes the rest. LANDED 3bd81b1ad. [census merge 4c3d9dd02]
SAME-GRADE	ct-involution	6baf73489057	6baf73489057	1684	partial	partial	key		The finite clopen partition makes these choices constant on each representative cell.	rows/ct-involution.tsv: ct-involution: tex 1685-1686, the matching is constant on the clopen cells A j h, a finite clopen partition of K, but not the representative cells of lem:transient-matrices (see 07ab0fbe6cfc). LANDED bc6aa7b90. [census merge 4c3d9dd02]
SAME-GRADE	ct-involution	f7ca9d694948	f7ca9d694948	1686	formalized	formalized	key		Unitizing the resulting permutations gives an involution $w$ with $w1_Kw^{-1}\le p_C$, hence $wFw^{-1}\subset J$.	rows/ct-involution.tsv: ct-involution: tex 1686-1687, the unitized swap w satisfies w^-1 = w and w 1_K w^-1 = sum of 1_{T^h A} <= p_C, so w F w^-1 lies in J. LANDED 3bd81b1ad, cc4d23eff. [census merge 4c3d9dd02]
SAME-GRADE	ct-rank-budget	LINE:1697	34c348ec46b9	1697	formalized	formalized	only-candidate		If $T$ has no fixed points, then over any finite field the groups $\GL_n(R_X)$ and $\EL_n(R_X)$, $n\ge2$, are MF if and only if they are LEF, if and only if $R_	rows/ct-rank-budget.tsv: ct-rank-budget: tex 1697-1699 (cor:dynamic-rank-budget) "If T has no fixed points, then over any finite field the groups GL_n(R_X) and EL_n(R_X), n>=2, are MF if and only if they are LEF, if and only if R_X is directly finite"; clause 1 of PrintedDynamicRankBudget as printed
SAME-GRADE	ct-rank-budget	LINE:1700	36ddcaf60cbb	1700	formalized	formalized	match 1.20>0.34		If $T$ has no points of periods one or two, the same equivalence holds for the unit group $R_X^\times$.	rows/ct-rank-budget.tsv: ct-rank-budget: tex 1700-1701 "If T has no points of periods one or two, the same equivalence holds for the unit group R_X^x"; clause 2, over the same three open inputs; LANDED b818e32b3 a2cb17f58 Regraded formalized (09-13): the three open inputs are closed (coreRingReflect
SAME-GRADE	ct-rank-budget	LINE:1701	3ea1fdec31e9	1701	formalized	formalized	match 1.20>0.58		Over $\F_2$, all these MF radicals are exactly the locally finite core restriction kernels.	rows/ct-rank-budget.tsv: ct-rank-budget: tex 1701-1702 "Over F_2, all these MF radicals are exactly the locally finite core restriction kernels"; clauses 3-4 (GL_n and EL_n for n>=2 without fixed points, units without periods one or two), over the same three open inputs; LANDED b818e32b3 a2cb17f58 R
SAME-GRADE	ct-rank-budget	LINE:1703	3e7b0d067ef3	1703	formalized	formalized	match 1.20>0.50		In particular, for every aperiodic system the maximal MF quotient of $R_X^\times$ is its LEF restriction image on the chain-recurrent core.	rows/ct-rank-budget.tsv: ct-rank-budget: tex 1703-1704 "In particular, for every aperiodic system the maximal MF quotient of R_X^x is its LEF restriction image on the chain-recurrent core"; clause 5 (Nonempty (R_X^x / Rad_MF = range of core restriction) and the range is LEF), over the same three ope
SAME-GRADE	ct-rank-budget	LINE:1708	6b63a354455d	1708	structural	structural	match 1.20>0.19		Use $r=2$ for the matrix groups and $r=3$ for the unit group.	rows/ct-rank-budget.tsv: ct-rank-budget: tex 1708 "Use r=2 for the matrix groups and r=3 for the unit group"; the assembly instantiates the closed ReturnEmbeddingStatement at r = 2 and r = 3; LANDED a2cb17f58 b818e32b3 [census merge 4c3d9dd02]
SAME-GRADE	ct-rank-budget	LINE:1743	1cddd9e4b7ba	1743	formalized	formalized	override LINE:1743->1cddd9e4b7ba key		The induced core is $C\cap Y$.	rows/ct-rank-budget.tsv: ct-rank-budget: tex 1743-1750 "The induced core is C cap Y. Indeed its return ring is a corner of the LEF ring R_Y, so it lies in the induced chain-recurrent core. Conversely, saturating that core through the finite towers ... proving the reverse inclusion. The return transi
SAME-GRADE	ct-rank-budget	LINE:1752	197439992d5d	1752	formalized	formalized	match 1.20>0.31		Over $\F_2$, Theorem~\ref{thm:core-mf-radical} kills the whole return kernel in the embedded group in the stated rank ranges.	rows/ct-rank-budget.tsv: ct-rank-budget: tex 1752-1753 "Over F_2, Theorem core-mf-radical kills the whole return kernel in the embedded group in the stated rank ranges"; the kill passes along any homomorphism (map_mfHomKernel_le, closed); the kill itself is the open input CoreMFRadicalKillStatement
SAME-GRADE	ct-rank-budget	LINE:1754	4c1aa0bcba19	1754	formalized	formalized	match 1.20>0.32		That kernel contains the phase-zero placement of every $g\in K_n(J)$, which $\Phi$ sends to $(1-p_C)I_n+g$.	rows/ct-rank-budget.tsv: ct-rank-budget: tex 1754-1755 "That kernel contains the phase-zero placement of every g in K_n(J), which Phi sends to (1-p_C)I_n+g"; every step is closed (placement and its unitization, transport along blockTransport, deviation in the return transient ideal via returnTransie
SAME-GRADE+UNION2	ct-rank-budget	LINE:1756,LINE:1757	ded50f77e36b	1756	formalized	formalized	match 1.20>0.38; only-candidate		Lemma~\ref{lem:involution-localization} conjugates every element of $K_n(I)$ into this corner, so all of $K_n(I)$ is killed. Core restriction has LEF image, giv	rows/ct-rank-budget.tsv: ct-rank-budget: tex 1756-1757 "Lemma involution-localization conjugates every element of K_n(I) into this corner, so all of K_n(I) is killed"; the conjugation is closed (returnEmbeddingStatement_holds over ct-involution's printedInvolutionLocalization_closed), and conjugatio
SAME-GRADE	ct-rank-budget	LINE:1763	7596b825ecdb	1763	formalized	formalized	match 1.20>0.20		Transfer one nonzero invisible defect root using Proposition~\ref{prop:bilateral-three} in general linear rank $nr\ge3$, or Proposition~\ref{prop:torsion-defect	rows/ct-rank-budget.tsv: ct-rank-budget: tex 1763-1765 "Transfer one nonzero invisible defect root using Proposition bilateral-three in general linear rank nr>=3, or Proposition torsion-defect-ring in elementary rank nr>=4"; the transfer along injective embeddings and the elementary root (torsionDef
SAME-GRADE	ct-rank-budget	LINE:1766	49b5df732076	1766	formalized	formalized	match 1.20>0.27		The positive implications follow from the LEF ring models.	rows/ct-rank-budget.tsv: ct-rank-budget: tex 1766 "The positive implications follow from the LEF ring models"; closed given "directly finite implies LEF" (the open input CoreRingReflectionStatement); countability is closed; LANDED fbd3fae3c a2cb17f58 b818e32b3 Regraded formalized (09-13): the three
SAME-GRADE	ct-rank-budget	LINE:257	58fcf9019fc9	257	formalized	formalized	match 1.20>0.77		If $T$ is aperiodic, the same conclusion holds already for the unit group and for every elementary rank $n\ge2$.	rows/ct-rank-budget.tsv: ct-rank-budget: tex 257-259 (Introduction) "If T is aperiodic, the same conclusion holds already for the unit group and for every elementary rank n>=2"; derived from PrintedDynamicRankBudget over the same three open inputs (radical = locally finite core kernel, maximal MF qu
SAME-GRADE	ct-rank-budget	7da9f1c6076f	7da9f1c6076f	1743	partial	partial	key	carrier not root-reachable at origin 4c3d9dd02 (compiled, outside the GroupApproximation import closure): GroupApproximation.Manuscript.NonMFSentences.DynamicRankBudgetInducedCoreSentences	Indeed its return ring is a corner of the LEF ring $R_Y$, so it lies in the induced chain-recurrent core.	rows/ct-rank-budget.tsv: ct-rank-budget: tex 1743-1745 "Indeed its return ring is a corner of the LEF ring R_Y, so it lies in the induced chain-recurrent core."; closed endpoint printedInducedCoreCorner_closed : PrintedInducedCoreCorner (every return section, every finite field): the return ring of
SAME-GRADE	ct-rank-budget	8f8f0c7b59fa	8f8f0c7b59fa	1745	partial	partial	key	carrier not root-reachable at origin 4c3d9dd02 (compiled, outside the GroupApproximation import closure): GroupApproximation.Manuscript.NonMFSentences.DynamicRankBudgetInducedCoreSentences	Conversely, saturating that core through the finite towers gives a closed invariant subsystem whose ring is a corner of a matrix ring over an LEF ring, hence LE	rows/ct-rank-budget.tsv: ct-rank-budget: tex 1745-1747 "Conversely, saturating that core through the finite towers gives a closed invariant subsystem whose ring is a corner of a matrix ring over an LEF ring, hence LEF."; closed endpoint printedCoreSaturationLEF_closed : PrintedCoreSaturationLEF (eve
SAME-GRADE	ct-rank-budget	d5dcf496d149	d5dcf496d149	1747	partial	partial	key	carrier not root-reachable at origin 4c3d9dd02 (compiled, outside the GroupApproximation import closure): GroupApproximation.Manuscript.NonMFSentences.DynamicRankBudgetInducedCoreSentences	Theorem~\ref{thm:core-ring-reflection} applied to this subsystem makes every one of its points chain recurrent in $X$, proving the reverse inclusion.	rows/ct-rank-budget.tsv: ct-rank-budget: tex 1747-1749 "Theorem core-ring-reflection applied to this subsystem makes every one of its points chain recurrent in X, proving the reverse inclusion."; closed endpoint printedCoreSaturationRecurrent_closed : PrintedCoreSaturationRecurrent: thm:core-ring-re
SAME-GRADE	ct-rank-budget	e7f732e9cb78	e7f732e9cb78	1749	partial	partial	key	carrier not root-reachable at origin 4c3d9dd02 (compiled, outside the GroupApproximation import closure): GroupApproximation.Manuscript.NonMFSentences.DynamicRankBudgetInducedCoreSentences	The return transient ideal is therefore $J=p_CIp_C$.	rows/ct-rank-budget.tsv: ct-rank-budget: tex 1749-1750 "The return transient ideal is therefore J=p_C I p_C."; closed endpoint printedReturnTransientIdeal_closed : PrintedReturnTransientIdeal (every return section, every finite field): under returnRingEquiv R_{S_C} = P_C, c lies in the return transi
ADD	ct-rank-budget	d59fc0887768	d59fc0887768	1341	-	partial	key	carrier not root-reachable at origin 4c3d9dd02 (compiled, outside the GroupApproximation import closure): GroupApproximation.Manuscript.NonMFSentences.ChainCoreOpeningSentence	The torsion-defect argument can identify the whole MF radical even when the defect ideal is proper.	rows/ct-rank-budget.tsv: ct-rank-budget (reassigned from ms-core-1 by the coordinator): tex 1341 (sec:chain-core opening) "The torsion-defect argument can identify the whole MF radical even when the defect ideal is proper."; closed endpoint printedChainCoreOpening_closed : PrintedChainCoreOpening wi
SAME-GRADE	ct-rank-two-limit	f31fa0413ffd	f31fa0413ffd	1795	formalized	formalized	key		If the core $Y$ consists of fixed points, every Kazhdan subgroup of $\GL_2(R_X)$ is finite.	rows/ct-rank-two-limit.tsv: ct-rank-two-limit: tex 1795-1796, "If the core Y consists of fixed points, every Kazhdan subgroup of GL_2(R_X) is finite." Closed endpoint (#audit_closed_axioms) along the printed route: Haagerup restriction image (GHW Theorem 4), locally finite remaining kernel (lem:tran
SAME-GRADE	ct-rank-two-limit	2d5721555dfe	2d5721555dfe	1796	formalized	formalized	key		Its finitely generated restriction image lies in a finite product of groups $\GL_2(k[z,z^{-1}])$, hence in a Haagerup group by~\cite[Theorem~4]{GHW}, and is fin	rows/ct-rank-two-limit.tsv: ct-rank-two-limit: tex 1796-1798, "Its finitely generated restriction image lies in a finite product of groups GL_2(k[z,z^-1]), hence in a Haagerup group by [GHW, Theorem 4], and is finite." Closed endpoint (#audit_closed_axioms, no kernel hypothesis): the image of a Kazh
SAME-GRADE	ct-rank-two-limit	dd5ef3eafd48	dd5ef3eafd48	1798	formalized	formalized	key		The remaining kernel is locally finite, so a finite-index subgroup of the Kazhdan group is finitely generated and locally finite, hence finite.	rows/ct-rank-two-limit.tsv: ct-rank-two-limit: tex 1799-1800, "The remaining kernel is locally finite, so a finite-index subgroup of the Kazhdan group is finitely generated and locally finite, hence finite." Closed: the core restriction kernel is locally finite (coreRestrictionLocallyFiniteKernel, o
