a2-action-kernels-are-recursive		
a2-boone-higman-via-rs-two-graph-full-groups		
complex-braid-groups-in-pbh-except-g24-g27-g29-g33-g34-proof		
complex-braid-groups-in-pbh-except-g24-g27-g29-g33-g34	**ESTABLISHED** through `complex-braid-groups-in-pbh-except-g24-g27-g29-g33-g34-proof`.	
complex-braid-groups-satisfy-permutational-boone-higman		
complex-fp-simple-groups-via-small-cancellation-bh		
computable-grigorchuk-bh-via-minimal-subshift-full-groups		
computable-grigorchuk-groups-satisfy-boone-higman		
constant-descendants-make-completions-simple	**ESTABLISHED** (lane proof, bh-algebra, elementary, not reviewed). The proof is that of	
continuity-of-automatic-structures-decidable-proof		
continuity-of-automatic-structures-is-decidable	**ESTABLISHED** (lane proof, elementary, not reviewed; no priority claimed). Proof:	
contracting-groups-have-dying-kernel-covers-of-type-fn		
contracting-rover-nekrashevych-groups-are-f-infinity	**OPEN** as printed; partially settled on main. R. Skipper, M. C. B. Zaremsky,	
contracting-rsg-finite-index-overgroup-proof		
contracting-rsg-finite-product-proof		
contracting-rsg-torsion-subgroups-are-residually-finite		
contracting-rsgs-closed-under-finite-index-overgroups	**ESTABLISHED** by `contracting-rsg-finite-index-overgroup-proof` (lane `bh-free-23`, lane proof,	
contracting-rsgs-closed-under-products-with-finite-groups	**ESTABLISHED** by `contracting-rsg-finite-product-proof` (lane `bh-free-23`, lane proof,	
contracting-rsgs-embed-in-fp-simple-groups-citation		
contracting-rsgs-embed-in-fp-simple-groups		
contracting-rsgs-have-fp-full-closures-proof		
contracting-rsgs-have-fp-full-closures	**ESTABLISHED** through `contracting-rsgs-have-fp-full-closures-proof`. Lane proof	
coprime-baumslag-solitar-images-in-va-are-metabelian	**ESTABLISHED** (lane proof below, elementary modulo the cited theorem, not reviewed; no priority	
coprime-four-cycle-artin-pbh-reduces-to-one-tetrahedral-group	**ESTABLISHED** (lane proof, in the body below; not independently reviewed). It inherits the status of `artin-pbh-reduces-along-folding-separators` (l	
copy-constraints-make-simulation-skeleton-and-data-commute		
cornulier-regime-coset-sfts-are-quantum-rigid		
coset-invariant-sft-rigidity-descends-along-double-cosets		
coset-invariant-sft-rigidity-descent-proof		
ct-p-z-acts-on-the-nonnegative-integers-with-type-a	**ESTABLISHED** (lane proof, elementary given the characterization of CT_P(Z) in	
ct-p-z-groups-are-pairwise-nonisomorphic	**ESTABLISHED** (lane proof, not reviewed). No priority is claimed. For finite `P`, an	
ct-p-z-has-a-finite-class-transposition-presentation		
ct-p-z-is-a-one-vertex-k-graph-full-group	**ESTABLISHED** (lane proof, not reviewed). It rests on four cited theorems, all read	
ct-p-z-isomorphism-type-remembers-the-number-of-primes	**ESTABLISHED** (lane proof, not reviewed). It uses the parent node plus Matui	
ct-p1-and-ct-p2-always-generate-ct-p1-union-p2		
ct-p1-and-ct-p2-generate-ct-of-the-union-proof		
ct-p1-and-ct-p2-generate-ct-of-the-union	**ESTABLISHED** (route `ct-p1-and-ct-p2-generate-ct-of-the-union-proof`; lane proof, elementary, not independently reviewed). No priority is claimed. 	
ct-z-conjugacy-problem-is-undecidable	**ESTABLISHED** (lane proof, not reviewed).	
ct-z-finite-cycle-problems-are-undecidable	**ESTABLISHED** (lane proof, not reviewed).	
ct-z-finite-subgroups-are-classified-by-stabilizer-sets	**ESTABLISHED** (lane proof, not reviewed).	
ct-z-invariant-residue-partitions-are-not-conjugacy-invariant	Kourovka 21.74(a) itself is still **OPEN**. No priority is claimed.	
ct-z-is-the-rcwa-group-fixing-the-nonnegative-integers	**ESTABLISHED** (lane proof, not reviewed). It uses only	
ct-z-normalizers-are-2-and-3-regular	**ESTABLISHED** (lane proof, not reviewed). No priority is claimed.	
ct-z-north-south-element-has-no-finite-cycles	**ESTABLISHED** (lane proof, not reviewed). Elementary and self-contained. No	
ct-z-residue-partitions-cannot-carve-thin-invariant-sets	**ESTABLISHED** (lane proof, not reviewed). Elementary. No priority is claimed.	
cube-complex-times-tree-fb-closures-pbh-proof		
cube-complex-times-tree-lattices-with-fb-closures-are-pbh	**ESTABLISHED** through `cube-complex-times-tree-fb-closures-pbh-proof` (lane proof,	
cubical-hecke-members-faithful-proof		
cubical-hecke-members-faithful-when-closure-fixes-bounded-sets	**ESTABLISHED** through `cubical-hecke-members-faithful-proof` (lane proof,	
cubulated-groups-act-by-bisections-of-a-pointed-cube-category	**ESTABLISHED** through `cubulated-pointed-cube-category-proof` (lane proof,	
cubulated-pointed-cube-category-proof		
cuntz-stabilized-full-groups-contain-their-own-squares	**ESTABLISHED** (lane proof, bh-major-product, 2026-09-18; elementary; not independently	
cuntz-stabilized-minimal-full-groups-are-acyclic-and-simple		
cusp-extensions-hyperbolic-pbh-proof		
cusp-extensions-of-rel-hyperbolic-groups-satisfy-pbh	**ESTABLISHED** by `cusp-extensions-rel-hyperbolic-pbh-proof` (lane proof, not	
cusp-extensions-of-torsion-free-hyperbolic-groups-satisfy-pbh	**ESTABLISHED** by `cusp-extensions-hyperbolic-pbh-proof` (lane proof, not reviewed;	
cusp-extensions-rel-hyperbolic-pbh-proof		
cyclic-centralizer-subgroups-of-nv-have-meeting-supports	**ESTABLISHED** (lane proof below, elementary, not reviewed; no priority claimed).	
cyclic-centralizer-subgroups-of-v-touch-attractors	**ESTABLISHED** (lane proof below, elementary; not reviewed; no priority claimed). It relies on one input	
cyclic-input-window-zero-needs-an-automorphism-twist-proof		
cyclic-input-window-zero-needs-an-automorphism-twist	**ESTABLISHED** by `cyclic-input-window-zero-needs-an-automorphism-twist-proof` (lane proof, elementary, not independently reviewed, no priority claim	
d-tilde-artin-groups-satisfy-permutational-boone-higman		
decidable-algebras-embed-in-oracle-leavitt-crossed-products		
decidable-algebras-embed-in-simple-ln-completions		
decidable-algebras-embed-in-simple-self-similar-completions		
decidable-fg-self-similar-groups-embed-in-fp-self-similar		
decidable-fp-groups-have-effective-minimal-free-subshifts		
decidable-graphical-non-exact-groups-exist		
decidable-graphical-non-exact-groups-proof		
decidable-group-with-coarsely-embedded-expanders-exists	**ESTABLISHED** (lane proof; every input is read at source, including the curvature formula behind the	 | Greendlinger step, Gruber–Sisto Lemma 2.14). gq-referee-a PASS (proof gaps, | applied. gq-referee-b PASS (citations,
decidable-groups-embed-in-fp-groups-satisfying-m2		
decidable-groups-embed-in-fp-groups-with-minimal-free-sft		
decidable-groups-have-universal-hyperaperiodic-points		
decidable-groups-lie-in-fp-topologically-free-crossed-products		
decidable-host-classes-reduce-to-canonical-kazhdan-groups	**ESTABLISHED** (lane proof, elementary given the cited host lemma; not reviewed; no	
decidable-houghton-envelopes-via-generic-nu-and-lifting		
decidable-inputs-admit-two-sided-fg-near-index-kernel		
decidable-inputs-have-fp-genuine-action-shell-envelopes		
decidable-inputs-have-fp-houghton-like-shift-envelopes		
decidable-inputs-have-fp-shell-envelopes		
decidable-minimal-subshift-full-groups-satisfy-boone-higman		
decidable-minimal-subshifts-are-brin-thompson-factors		
decidable-subshift-full-groups-bh-via-brin-thompson-factors		
decodable-small-cancellation-families-give-polytime-wp		
decorated-garside-odometer-full-groups-are-type-f-infinity	**ESTABLISHED** (lane proof, not reviewed; no priority claimed). The finiteness	
definable-parameter-hosts-cap-simple-subgroups-at-pspace	**ESTABLISHED** through `definable-parameter-hosts-specialization-proof` (lane proof, elementary	
definable-parameter-hosts-specialization-proof		
degree-category-comparison-type-a-proof		
degree-category-full-groups-stabilized-have-type-a-actions	**ESTABLISHED** through `degree-category-comparison-type-a-proof` (lane proof,	
degree-coboundary-subgroups-of-coded-full-groups-are-rf		
deligne-bh-via-rational-projective-full-group		
deligne-class-dies-on-some-rational-projective-host		
deligne-class-dies-over-flag-varieties-iff-flag-has-lagrangian		
deligne-class-survives-on-every-linear-rational-projective-host	**ESTABLISHED** (lane proof, not reviewed). The textbook inputs are the same as for	
deligne-class-survives-on-standard-rational-projective-hosts	**ESTABLISHED** (lane proof, modulo textbook inputs flagged below; not reviewed).	
deligne-commuting-parabolic-diagonal-singularity-proof		
deligne-extension-dies-on-lagrangian-cantor-covers	**ESTABLISHED** (lane proof, elementary topology, not reviewed). No priority claimed.	
deligne-forms-are-singular-on-commuting-parabolic-diagonals	**ESTABLISHED** by `deligne-commuting-parabolic-diagonal-singularity-proof` (lane proof,	
deligne-lattice-almost-v-germ-group-proof		
deligne-lattice-bh-via-lagrangian-brin-thompson-group		
deligne-lattice-in-almost-v-sits-in-one-germ-group	**ESTABLISHED** by `deligne-lattice-almost-v-germ-group-proof` (referee-a PASS, research/artifacts/gq-referee-a-kazhdan-almost-v-central-and-normal-ge	
deligne-lattice-in-fg-simple-lagrangian-brin-thompson-group		
deligne-lattice-is-universal-central-extension-for-g-ge-4	**ESTABLISHED** (item 1 by citation, read at source; items 2--3 lane proof, elementary,	
deligne-lattice-lagrangian-brin-thompson-embedding-proof		
deligne-lattice-satisfies-boone-higman		
deligne-lattices-and-torelli-quotients-contain-heisenberg-groups	**ESTABLISHED** (lane proof, elementary; not reviewed; no priority claimed).	
deligne-lift-actions-are-not-almost-v	**ESTABLISHED** (lane proof, short, from landed nodes plus Borel density; not	
deligne-universal-central-extension-proof		
dendrite-rearrangement-group-g3-has-simple-commutator-subgroup	**ESTABLISHED** (lane proof, not independently reviewed). The proof is the one step	
dendrite-rearrangement-groups-are-finitely-presented		
depth-disjoint-spinal-hosts-have-wreath-germ-groups	**ESTABLISHED** (lane proof, elementary given the cited inputs; not reviewed; no priority claimed).	
descending-shell-centralizer-proof		
descending-shell-endomorphisms-have-finite-exponent-centralizers	**ESTABLISHED** by `descending-shell-centralizer-proof` (lane proof, elementary, not	
determinism-closure-certifies-quantum-rigidity		
deterministic-extension-rigidity-proof		
deterministic-extensions-of-rigid-sfts-are-rigid	**ESTABLISHED** through `deterministic-extension-rigidity-proof` (lane proof, elementary; not	
deterministic-time-lifts-inherit-quantum-rigidity	**ESTABLISHED** by the proof below (lane bh-free-25, gate G2 second angle, 2026-09-18;	
discrete-factor-tree-lattice-splitting-proof		
discrete-factor-tree-lattices-are-virtually-products	**ESTABLISHED** through `discrete-factor-tree-lattice-splitting-proof`	
domain-exact-hnn-hosts-have-multivalley-kernels	**ESTABLISHED** (lane proof, bh-free-05, elementary, not reviewed). No priority claimed.	
double-of-psl2-z-half-along-psl2-z-lies-in-b-a	**ESTABLISHED** by `double-of-psl2-z-half-along-psl2-z-proof` (lane proof; not	
double-of-psl2-z-half-along-psl2-z-proof		
drutu-sapir-bh-via-ascending-hnn-of-free-groups		
drutu-sapir-group-satisfies-boone-higman		
dying-kernel-covers-give-f-n-simple-envelopes	**ESTABLISHED** (lane proof `bh-free-06`, 2026-09-18; a composition of established lane nodes; not	
dynamically-v-separated-groups-satisfy-boone-higman	**ESTABLISHED** by `dynamically-v-separated-host-singfix-proof` (lane proof. It rests on	
dynamically-v-separated-host-singfix-proof		
e-of-finitely-presented-group-is-recursively-presented	**REFUTED** (2026-09-18, lane bh-free-08, lane proof, not reviewed) by `fp-decidable-group-whose-e-is-not-recursively-presented`: some finitely presen	
e-type-artin-groups-satisfy-permutational-boone-higman	**ESTABLISHED** through `e-type-artin-pbh-via-spherical-permutational-form`	 | (independent review PASS, 2026-09-13). Each of `A(E_6)`, `A(E_7)` and `A(E_8)` | **Verification (bh-verify-artin, 2026-09-18; lane check, not an external review).** PASS conditional. The same
edge-split-descendants-are-not-factor-closed	**ESTABLISHED** (lane bh-free-61, 2026-09-18). Lane proof, finite hand	
edge-split-dissections-respecting-an-atom-plane-split-there	**OPEN** (lane bh-free-54, 2026-09-18), with a partial proof and exhaustive checks up	
edge-split-operad-has-common-refinements	**OPEN** (lane bh-free-54, 2026-09-18).	
edge-split-operad-satisfies-ore	**OPEN** (lane bh-free-54, 2026-09-18). The first `m ≥ 2` case is `m = 2`.	
edge-split-ore-via-atom-plane-restriction		
edge-splits-cut-every-rational-hyperplane	**ESTABLISHED** (lane bh-free-61, 2026-09-18). Lane proof, elementary, not	
edge-splits-resolve-every-rational-plane	**ESTABLISHED** for `m = 2` (lane bh-free-54, 2026-09-18). Lane proof below;	
effective-minimal-subshifts-lift-to-plane-constant-minimal-sfts		
effective-residual-finiteness-separator-for-boone-higman	**ESTABLISHED** (lane proof, elementary; Rauzy's theorem was read at source, arXiv:2002.02540 TeX, md5 daf6a587…, copy in `gq/src/bh-invent-11/rauzy	
effectively-rf-groups-have-effective-minimal-free-subshifts		
efrf-groups-frattini-embed-in-efrf-branch-groups		
elementary-groups-over-polynomial-f-p-rings-are-fp		 | from textbooks, as listed in the route. Independently reviewed: PASS (`research/artifacts/review-metabelian-bh
elementary-groups-over-polynomial-s-integers-are-fp		
elementary-shift-group-contains-every-integral-linear-group	**ESTABLISHED** (lane proof, not reviewed). Items 1–3 are folklore-level; no priority	
embedding-in-fp-simple-groups-is-sigma-3-complete-proof		
embedding-in-fp-simple-groups-is-sigma-3-complete	**ESTABLISHED** (lane proof, not reviewed; route	
equicontinuous-bs-bases-force-conjugator-entropy-proof		
equicontinuous-bs-bases-force-conjugator-entropy	**ESTABLISHED** (lane proof, elementary, not independently reviewed; no priority	
equicontinuous-square-conjugators-are-trivial-in-brick-hosts	**ESTABLISHED** (lane proof, elementary; no novelty claimed). Reviewed: gq-referee-a PASS	
equivariant-scaling-hnn-vertex-groups-are-linear-proof		
equivariant-scaling-hnn-vertex-groups-are-linear	**ESTABLISHED** by `equivariant-scaling-hnn-vertex-groups-are-linear-proof`	
escaping-invariant-sets-force-infinitely-many-double-cosets	**ESTABLISHED** (lane proof, elementary, inline; not reviewed; no priority	
euclidean-artin-toric-commensurability-proof		
euclidean-artin-toric-commensurability	**ESTABLISHED** through `euclidean-artin-toric-commensurability-proof`. This is a lane	
euclidean-building-boundary-shifts-are-quantum-rigid		 |   (`boundary-crossed-product-is-a-leavitt-path-algebra`, review PASS). Its difference sets are lines,
euclidean-building-lattices-lie-in-permutational-bh-class	**ESTABLISHED** (lane proof, bh-groupoid 2026-09-18, below. It was checked adversarially by	 | bh-verify-euclid, PASS conditional on the Ciobotaru–Le Bars trust caveat below. No priority claimed.) It res | gives PASS with two wording nits and one trust note.
eventually-periodic-genuine-shell-actions-give-fp-envelopes	**ESTABLISHED** by `eventually-periodic-genuine-shell-proof`	
eventually-periodic-genuine-shell-proof		
eventually-periodic-grigorchuk-groups-satisfy-boone-higman	**ESTABLISHED** (lane proof below, elementary apart from one imported theorem; not reviewed). No	
eventually-rigid-g-automorphism-groups-act-with-type-a-except-fp	**ESTABLISHED** (lane proof; its inputs are BFFHZ arXiv:2503.21882v2 Lemma `lem:faithful`, Proposition `prop:2trans` and	
eventually-rigid-g-automorphism-groups-are-finitely-presented		
every-cocf-group-is-exact		
every-countable-group-embeds-in-simple-fp2-via-fp2-shells		
every-countable-group-has-an-fp2-shell-envelope		
every-decidable-group-embeds-in-an-isolated-group		
every-decidable-group-is-a-limit-of-isolated-groups		
every-fg-solvable-group-is-a-limit-of-isolated-groups		
every-gl-n-z-embeds-in-some-brin-thompson-group		
every-hyperbolic-group-embeds-in-some-brin-thompson-group		
every-hyperbolic-group-is-a-limit-of-isolated-groups		
every-integral-linear-group-in-one-host-via-nv		
every-real-number-field-lies-in-an-f-unit-field	**REFUTED** by `f-unit-fields-are-characterized-by-isolated-sign-units` (09-18). `Q(√3)` lies in no (F)-unit field: every	
exact-twisted-shell-actions-are-exact-factorizations	**ESTABLISHED** (lane proof below; elementary; not independently reviewed; no novelty claimed).	
exotic-a2-lattices-bh-as-cocompact-a2-lattices		
exotic-a2-lattices-satisfy-boone-higman	**ESTABLISHED** (2026-09-18, bh-groupoid; lane proof, not independently reviewed): a special case of	
explicit-type-a-actor-with-non-pr-orbit-problem		
exponential-chart-minimal-pl-elements-have-bounded-roots	**ESTABLISHED** (lane proof, elementary, not reviewed; no priority claimed).	
extensions-with-f-free-outer-kernel-contain-thompson-f-proof		
extensions-with-f-free-outer-kernel-contain-thompson-f	**ESTABLISHED** through `extensions-with-f-free-outer-kernel-contain-thompson-f-proof` (lane	
f-infinity-tail-ascending-hnns-satisfy-boone-higman	**ESTABLISHED** (lane proof `last-section-f-infinity-tail-bh-proof`; not reviewed; no priority	
f-unit-fields-are-characterized-by-isolated-sign-units	**ESTABLISHED** (lane proof, not reviewed; no priority claimed).	
f2-times-f2-has-a-quantum-rigid-free-minimal-sft		
fabrykowski-gupta-ascending-hnn-satisfies-boone-higman	**ESTABLISHED** (lane proof below; elementary; not reviewed; no priority claimed).	
factorial-odometer-affine-hosts-are-rational-stein-groups	**ESTABLISHED** (lane proof, elementary, not reviewed; no priority claimed).	
faithful-continuous-normal-form-for-infinite-fg-groups		
faithful-generalized-bs-witnesses-pass-to-direct-products-proof		
faithful-generalized-bs-witnesses-pass-to-direct-products	**ESTABLISHED** (lane proof, elementary, not reviewed; route	
faithful-hecke-members-pass-to-direct-products	**ESTABLISHED** through `faithful-hecke-members-products-proof` (lane proof,	 | elementary; referee a PASS,
faithful-hecke-members-products-proof		
ffwz-nonfaithful-stein-stabilizers-contain-canonical-kernel	**ESTABLISHED** by the proof below (lane proof, elementary, not reviewed). It exhibits a gap in	
fg-complex-linear-groups-are-quasi-retracts-of-simple-groups		
fg-decidable-group-whose-e-is-not-recursively-presented	**ESTABLISHED** (lane proof, elementary, written below, not reviewed; no priority claimed).	
fg-infinite-shift-similar-groups-are-strongly-shift-similar		
fg-linear-groups-embed-in-fp-self-similar-groups		
fg-simple-circle-groups-with-t-are-two-generated	**ESTABLISHED** by `fg-simple-circle-groups-with-t-two-generation-proof` (lane proof,	
fg-simple-circle-groups-with-t-two-generation-proof		
fg-simple-subgroups-of-houghton-like-groups-embed-in-germs	**ESTABLISHED** (lane proof, elementary, not independently reviewed; no priority claimed).	
fg-soluble-minimax-groups-satisfy-boone-higman		
fiber-detecting-block-characters-force-npc-graph-manifolds	**ESTABLISHED** (lane proof; item 2 imports a published criterion, read at source; not	
fiber-type-toric-arrangement-groups-lie-in-the-pbh-class-proof		
fiber-type-toric-arrangement-groups-lie-in-the-pbh-class	**ESTABLISHED** through `fiber-type-toric-arrangement-groups-lie-in-the-pbh-class-proof`.	
fibre-products-over-b-a-quotients-lie-in-cr	**ESTABLISHED** by `fibre-products-over-b-a-quotients-proof` (lane proof, elementary; not	
fibre-products-over-b-a-quotients-proof		
field-representable-algebras-have-fp-simple-envelopes-proof		
field-representable-algebras-have-fp-simple-envelopes	**ESTABLISHED** through `field-representable-algebras-have-fp-simple-envelopes-proof`	
finitary-extensions-preserve-lift-presentability	**ESTABLISHED** (lane proof below, elementary; no priority claimed). Referee a (proof gaps) PASS: `research/artifacts/gq-referee-a-level-regrouping-fi	
finitary-mixing-of-fp-highly-transitive-groups-is-fp	**ESTABLISHED** (lane proof, elementary, proved below; not independently reviewed; no priority claimed).	
finitary-mixing-preserves-type-f-m	**ESTABLISHED** (lane proof, below; not independently reviewed; no priority claimed). The only imports are	
finitary-perturbations-give-isolated-quotients	**ESTABLISHED** (lane proof below, elementary modulo the two landed nodes it cites, not reviewed;	
finitary-steinberg-extensions-by-oligomorphic-actions-are-fp	**ESTABLISHED** (lane proof, not reviewed; elementary). No priority claimed: the	
finite-commutator-wachter-weiss-groups-are-not-fp-proof		
finite-commutator-wachter-weiss-groups-are-not-fp	**ESTABLISHED** by `finite-commutator-wachter-weiss-groups-are-not-fp-proof`	
finite-cycle-block-commutators-reduce-to-monodromy	**ESTABLISHED** (elementary lane proof, written inline, not independently reviewed; no	
finite-double-coset-space-with-free-minimal-coset-sft		
finite-edge-closure-via-free-torsion-full-hosts		
finite-edge-graphs-of-full-cantor-subgroups-lie-in-b-a-proof		
finite-edge-graphs-of-full-cantor-subgroups-lie-in-b-a	**ESTABLISHED** by `finite-edge-graphs-of-full-cantor-subgroups-lie-in-b-a-proof` (lane	
finite-index-edge-hnn-embeds-in-fp-simple-group		
finite-index-in-a-full-group-is-local-fullness-at-one-cone	**ESTABLISHED** (lane proof, elementary given Matui's theorem; not reviewed; no novelty claimed).	
finite-index-in-a-kernel-fg-near-host-passes-both-germ-gates	**ESTABLISHED** (lane proof, elementary, not reviewed; no novelty claimed).	
finite-index-odometer-near-shift-groups-germ-gate-proof		
finite-index-odometer-near-shift-groups-pass-the-germ-gate	**ESTABLISHED** by `finite-index-odometer-near-shift-groups-germ-gate-proof` (lane proof,	
finite-k-graph-boundary-groupoid-standard-facts	**ESTABLISHED** (2026-09-18) by `finite-k-graph-standard-facts-proof` (lane proof, bh-groupoid; not independently reviewed). That proof derives item 1	
finite-k-graph-full-groups-have-exponential-word-problem	**ESTABLISHED** (lane proof, bh-groupoid 2026-09-18, inline below; not independently	
finite-k-graph-standard-facts-proof		
finite-nucleus-rsg-abelian-stabilizers-have-rank-one-germs	**ESTABLISHED** (lane proof, elementary, not reviewed; no novelty claimed).	
finite-seed-telescope-hosts-are-full-contracting-rsgs	**ESTABLISHED** by `finite-seed-telescope-hosts-contracting-rsg-proof` (lane proof, elementary	
finite-seed-telescope-hosts-contracting-rsg-proof		
finite-state-li-coded-full-groups-have-exponential-word-problem	**ESTABLISHED** (lane proof, bh-g3-libridge 2026-09-18, inline below; not independently	
finite-subgroups-of-full-cantor-groups-conjugacy-criterion-proof		
finite-subgroups-of-full-cantor-groups-conjugacy-criterion	**ESTABLISHED** by `finite-subgroups-of-full-cantor-groups-conjugacy-criterion-proof`	
finite-type-operad-groups-split-over-a-label-kernel		
finitely-coded-cantor-actions-give-type-a-hosts	**ESTABLISHED** through `finitely-coded-cantor-actions-type-a-proof` (lane proof;	
finitely-coded-cantor-actions-type-a-proof		
finitely-coded-groupoid-unit-groups-are-residually-finite	**ESTABLISHED** (lane proof, bh-g3-libridge 2026-09-18, inline below; not independently	
finitely-coded-unit-groups-act-residually-finitely		
finitely-generated-linear-groups-satisfy-boone-higman-proof		
finitely-generated-linear-groups-satisfy-boone-higman	**ESTABLISHED** by `finitely-generated-linear-groups-satisfy-boone-higman-proof`. It	 | **Adversarial check (2026-09-18, lane `bh-verify-linear`): PASS**, in |   `R = F_p[s_1..s_k]`. Its route and new nodes PASS in | `fp-self-similar-subgroups-satisfy-permutational-boone-higman` (a), has PASS in
finitely-generated-weakly-branch-group-embeds-in-thompson-v	**OPEN** (stated positively; the source expects a negative answer). C. Bodart,	
fixed-base-finite-subgroups-cylinder-count-proof		
fixed-base-finite-subgroups-satisfy-a-cylinder-count-congruence	**ESTABLISHED** by `fixed-base-finite-subgroups-cylinder-count-proof` (lane proof,	
flip-codings-remove-the-sign-obstruction-for-iet-groups	**ESTABLISHED** (lane proofs, not reviewed). Items 1–3 are proved here. Item 4, the former open step, is proved in	
forest-artin-groups-satisfy-permutational-boone-higman-proof		
forest-artin-groups-satisfy-permutational-boone-higman	**ESTABLISHED** (route `forest-artin-groups-satisfy-permutational-boone-higman-proof`; lane proof, not independently reviewed). It inherits the status	
fox-rational-section-fails-class-two-virtually	**ESTABLISHED** (lane proof below, elementary; not reviewed; no novelty claimed).	
fp-almost-v-groups-fp-germ-groups-proof		
fp-almost-v-groups-have-fp-germ-groups	**ESTABLISHED** by `fp-almost-v-groups-fp-germ-groups-proof` (lane proof, elementary; gq-referee-a PASS,	
fp-annular-germ-groups-are-hnn-recursive	**ESTABLISHED** (lane proof, elementary given the cited inputs; not reviewed; no priority claimed).	
fp-bieri-strebel-line-groups-are-deformation-rigid	**ESTABLISHED** through `bieri-strebel-line-rigidity-proof` (lane proof, elementary given the	
fp-boolean-inverse-monoids-need-not-have-fp-full-groups		
fp-decidable-group-whose-e-is-not-recursively-presented	**ESTABLISHED** (lane proof, bh-free-08, 2026-09-18; elementary apart from Clapham's embedding theorem; not reviewed. MathOverflow 412219 had no answe	
fp-dense-cantor-subgroups-need-not-have-fg-clopen-stabilizers	**REFUTED** (09-18, bh-free-19) by `v-and-a-homeomorphism-never-generate-a-free-product`:	
fp-embeddability-index-set-is-sigma-3-complete		
fp-embeddability-index-set-sigma-3-from-mihailova-hnn		
fp-germ-extensions-locally-moving-bases-proof		
fp-germ-extensions-of-locally-moving-bases-have-fp-germ-groups	**ESTABLISHED** by `fp-germ-extensions-locally-moving-bases-proof` (lane proof, elementary;	 | gq-referee-a PASS, `research/artifacts/gq-referee-a-fp-germ-extensions-of-locally-moving-bases-have-fp-germ-gr
fp-groups-with-max-n-are-limits-of-isolated-groups	**ESTABLISHED** (lane proof below, elementary, not reviewed; no priority claimed; it is the proof	
fp-infinite-simple-group-not-two-generated		
fp-infinity-soluble-groups-satisfy-permutational-bh-proof		
fp-infinity-soluble-groups-satisfy-permutational-bh	**ESTABLISHED** by `fp-infinity-soluble-groups-satisfy-permutational-bh-proof` (lane	
fp-metabelian-groups-satisfy-boone-higman		 | (lane `bh-metabelian`). **Independently reviewed: PASS** (`research/artifacts/review-metabelian-bh-2026-09-13.
fp-piecewise-projective-groups-rigidity-criterion	**ESTABLISHED** through `piecewise-projective-rigidity-proof` (lane proof, elementary, not	
fp-piecewise-projective-groups-specialize-to-algebraic-data	**ESTABLISHED** (lane proof, elementary given Tarski--Seidenberg; not reviewed). No priority is	
fp-pl-groups-with-f-have-no-transcendental-support-endpoints	**ESTABLISHED** through `pl-transcendental-endpoint-non-fp-proof` (lane proof, elementary, not	
fp-positive-l2-betti-groups-are-acylindrically-hyperbolic		
fp-ray-near-actions-with-the-shift-exist		
fp-rf-groups-embed-in-hnn-recursive-annular-germ-groups	**OPEN** (target; the design and the reduction are lane work, not reviewed).	
fp-rf-groups-with-non-primitive-recursive-word-problem	**ESTABLISHED** as a literature answer. The main input is cited and was read at source:	
fp-rsgs-have-fp-full-closures		
fp-self-similar-groups-with-arbitrarily-hard-word-problem		
fp-simple-group-containing-a-non-efrf-residually-finite-group		
fp-simple-group-not-coarsely-embeddable-in-hilbert-space		
fp-simple-group-of-finite-cohomological-dimension-above-two		
fp-simple-group-with-commutator-width-at-least-two		
fp-simple-group-with-kazhdan-subgroup-of-non-residual-centre		
fp-simple-group-with-nonrecursive-mixed-identities		
fp-simple-group-with-positive-first-l2-betti-number		
fp-simple-group-with-pspace-complete-word-problem		
fp-simple-groups-can-contain-infinite-finite-exponent-groups		
fp-simple-groups-embed-in-fp-simple-mif-groups		
fp-simple-groups-have-residually-finite-torsion	**OPEN**, stated in the refutation direction. Define	
fp-simple-groups-have-the-joint-embedding-property		
fp-simple-groups-with-arbitrarily-complex-word-problem		 |      by bh-free-02 (math PASS, e0faf3f03).
fp-simple-kac-moody-lattices-are-highly-transitive		
fp-simple-non-coarsely-embeddable-group-via-graphical-bh		
fp-simple-nonexact-group-via-graphical-small-cancellation-bh		
fp-simple-nonexact-group-via-nonexact-type-a-actor		
fp-simple-nonexact-group		
fp-simple-real-box-map-groups-are-not-universal-hosts	**ESTABLISHED** (lane proof, elementary given Tarski--Seidenberg; not reviewed). No priority is	
fp-stabilizer-engines-need-decidable-vertex-groups	**ESTABLISHED** (lane proof, bh-free-60, 2026-09-18; elementary; not reviewed).	
fp-strongly-shift-similar-groups-have-fp-houghton-like-groups	**ESTABLISHED** (lane proof, elementary modulo the cited Mallery--Zaremsky facts and P. Hall's extension lemma;	
fp-window-group-makes-shell-germ-group-fp	**ESTABLISHED** by `fp-window-group-shell-germ-proof` (lane proof, elementary, not	
fp-window-group-shell-germ-proof		
free-burnside-groups-satisfy-boone-higman		
free-by-pbh-and-surface-by-pbh-groups-lie-in-type-a-class	**ESTABLISHED** (lane proof, elementary; not independently reviewed; no priority	 |   (`hyperbolic-groups-lie-in-the-permutational-class`, referees a and b PASS). So item 6
free-by-virtually-free-groups-satisfy-boone-higman-proof		
free-by-virtually-free-groups-satisfy-boone-higman	**ESTABLISHED** (lane proof, not reviewed; route	
free-centre-by-metabelian-bh-via-linearity		
